started_at,ended_at,start_station_name,end_station_name,member_casual,start_station_id,start_lat,start_lng,end_station_id,end_lat,end_lng
2020-01-01 11:45:22.8200,2020-01-01 11:51:10.9230,Washington St,Monmouth and 6th,member,JC098,40.724321604,-74.035570741,JC075,40.72568548362901,-74.04879033565521
2020-01-01 11:47:14.4860,2020-01-01 11:52:34.5900,Jersey & 6th St,Warren St,member,JC027,40.72528910781132,-74.04557168483734,JC006,40.7211236,-74.03805095
2020-01-01 11:47:23.2190,2020-01-01 11:52:43.1220,Jersey & 6th St,Warren St,member,JC027,40.72528910781132,-74.04557168483734,JC006,40.7211236,-74.03805095
2020-01-01 11:47:41.5660,2020-01-01 11:51:30.9930,Grove St PATH,Dixon Mills,member,JC115,40.719120622,-74.043265224,JC076,40.721630142638354,-74.04996782541275
2020-01-01 11:47:48.3850,2020-01-01 11:51:22.6520,Grove St PATH,Dixon Mills,member,JC115,40.719120622,-74.043265224,JC076,40.721630142638354,-74.04996782541275
2020-01-01 11:48:38.2000,2020-01-01 11:54:15.9960,Bergen Ave,Sip Ave,member,JC095,40.722096324,-74.071503639,,,
2020-01-01 11:49:30.8270,2020-01-01 11:54:11.3010,Newport Pkwy,Warren St,member,JC008,40.7287448,-74.0321082,JC006,40.7211236,-74.03805095
2020-01-01 11:51:16.9250,2020-01-01 11:55:32.6820,JC Medical Center,Grove St PATH,member,JC110,40.71539114317,-74.04969155788422,JC115,40.719120622,-74.043265224
2020-01-01 11:54:46.9380,2020-01-01 12:04:39.4340,Fairmount Ave,Sip Ave,member,JC093,40.72572613742557,-74.07195925712585,,,
2020-01-01 11:55:30.6640,2020-01-01 12:00:11.0410,Hamilton Park,Grove St PATH,member,JC009,40.727468014,-74.044262052,JC115,40.719120622,-74.043265224
2020-01-01 11:59:11.7730,2020-01-01 12:02:06.2060,Hamilton Park,Monmouth and 6th,member,JC009,40.727468014,-74.044262052,JC075,40.72568548362901,-74.04879033565521
2020-01-01 12:00:11.1240,2020-01-01 12:14:48.0650,Warren St,Hamilton Park,member,JC006,40.7211236,-74.03805095,JC009,40.727468014,-74.044262052
